target,const,baseline_passes,highcov_passes,delta_passes,baseline_peak_el,highcov_peak_el,delta_peak_el,baseline_samples,highcov_samples,delta_samples,new_in_highcov
STARLINK-35435,STARLINK,0,8,8,0.0,49.45,49.45,0,8,8,1
STARLINK-31104,STARLINK,0,8,8,0.0,49.33,49.33,0,8,8,1
STARLINK-30850,STARLINK,0,8,8,0.0,49.26,49.26,0,8,8,1
STARLINK-30570,STARLINK,0,8,8,0.0,49.24,49.24,0,8,8,1
STARLINK-30584,STARLINK,0,8,8,0.0,48.91,48.91,0,8,8,1
STARLINK-3729,STARLINK,0,8,8,0.0,48.86,48.86,0,8,8,1
STARLINK-5830,STARLINK,0,8,8,0.0,48.57,48.57,0,8,8,1
STARLINK-33707,STARLINK,0,8,8,0.0,48.07,48.07,0,8,8,1
STARLINK-30602,STARLINK,0,8,8,0.0,47.91,47.91,0,8,8,1
STARLINK-35581,STARLINK,0,8,8,0.0,47.35,47.35,0,8,8,1
STARLINK-6207,STARLINK,0,8,8,0.0,47.29,47.29,0,8,8,1
STARLINK-5361,STARLINK,0,8,8,0.0,46.94,46.94,0,8,8,1
STARLINK-6165,STARLINK,0,8,8,0.0,46.21,46.21,0,8,8,1
STARLINK-6251,STARLINK,0,8,8,0.0,46.08,46.08,0,8,8,1
STARLINK-33670,STARLINK,0,8,8,0.0,46.06,46.06,0,8,8,1
STARLINK-30432,STARLINK,0,8,8,0.0,45.6,45.6,0,8,8,1
STARLINK-31548,STARLINK,0,8,8,0.0,45.4,45.4,0,8,8,1
STARLINK-3398,STARLINK,0,8,8,0.0,45.38,45.38,0,8,8,1
STARLINK-33999,STARLINK,0,8,8,0.0,45.26,45.26,0,8,8,1
STARLINK-32960,STARLINK,0,8,8,0.0,44.88,44.88,0,8,8,1
STARLINK-30311,STARLINK,0,8,8,0.0,44.85,44.85,0,8,8,1
STARLINK-35670,STARLINK,0,8,8,0.0,44.77,44.77,0,8,8,1
STARLINK-31001,STARLINK,0,8,8,0.0,44.75,44.75,0,8,8,1
STARLINK-31181,STARLINK,0,8,8,0.0,44.71,44.71,0,8,8,1
STARLINK-35449,STARLINK,0,8,8,0.0,44.12,44.12,0,8,8,1
STARLINK-33708,STARLINK,0,8,8,0.0,44.07,44.07,0,8,8,1
STARLINK-34439,STARLINK,0,8,8,0.0,44.01,44.01,0,8,8,1
STARLINK-3387,STARLINK,0,8,8,0.0,43.97,43.97,0,8,8,1
STARLINK-2565,STARLINK,0,8,8,0.0,43.93,43.93,0,8,8,1
STARLINK-3703,STARLINK,0,8,8,0.0,43.88,43.88,0,8,8,1
STARLINK-4728,STARLINK,0,8,8,0.0,43.84,43.84,0,8,8,1
STARLINK-3506,STARLINK,0,8,8,0.0,43.77,43.77,0,8,8,1
STARLINK-6172,STARLINK,0,8,8,0.0,43.76,43.76,0,8,8,1
STARLINK-34229,STARLINK,0,8,8,0.0,43.7,43.7,0,8,8,1
STARLINK-4022,STARLINK,0,8,8,0.0,43.4,43.4,0,8,8,1
STARLINK-4121,STARLINK,0,8,8,0.0,43.39,43.39,0,8,8,1
STARLINK-35453,STARLINK,0,8,8,0.0,43.13,43.13,0,8,8,1
STARLINK-4769,STARLINK,0,8,8,0.0,43.03,43.03,0,8,8,1
STARLINK-31107,STARLINK,0,8,8,0.0,43.01,43.01,0,8,8,1
STARLINK-3776,STARLINK,0,8,8,0.0,42.97,42.97,0,8,8,1
STARLINK-3744,STARLINK,0,8,8,0.0,42.84,42.84,0,8,8,1
STARLINK-3564,STARLINK,0,8,8,0.0,42.79,42.79,0,8,8,1
STARLINK-3344,STARLINK,0,8,8,0.0,42.61,42.61,0,8,8,1
STARLINK-34037,STARLINK,0,8,8,0.0,42.47,42.47,0,8,8,1
STARLINK-5843,STARLINK,0,8,8,0.0,42.47,42.47,0,8,8,1
STARLINK-32441,STARLINK,0,8,8,0.0,42.46,42.46,0,8,8,1
STARLINK-35655,STARLINK,0,8,8,0.0,42.4,42.4,0,8,8,1
STARLINK-4797,STARLINK,0,8,8,0.0,42.36,42.36,0,8,8,1
STARLINK-30327,STARLINK,0,8,8,0.0,42.19,42.19,0,8,8,1
STARLINK-4027,STARLINK,0,8,8,0.0,42.07,42.07,0,8,8,1
STARLINK-4589,STARLINK,0,8,8,0.0,42.06,42.06,0,8,8,1
STARLINK-4756,STARLINK,0,8,8,0.0,42.02,42.02,0,8,8,1
STARLINK-33531,STARLINK,0,8,8,0.0,41.97,41.97,0,8,8,1
STARLINK-32744,STARLINK,0,8,8,0.0,41.71,41.71,0,8,8,1
STARLINK-4760,STARLINK,0,8,8,0.0,41.65,41.65,0,8,8,1
STARLINK-31092,STARLINK,0,8,8,0.0,41.64,41.64,0,8,8,1
STARLINK-3909,STARLINK,0,8,8,0.0,41.5,41.5,0,8,8,1
STARLINK-4284,STARLINK,0,8,8,0.0,41.48,41.48,0,8,8,1
STARLINK-4288,STARLINK,0,8,8,0.0,41.37,41.37,0,8,8,1
STARLINK-4483,STARLINK,0,8,8,0.0,41.27,41.27,0,8,8,1
STARLINK-4480,STARLINK,0,8,8,0.0,41.21,41.21,0,8,8,1
STARLINK-30150,STARLINK,0,8,8,0.0,41.06,41.06,0,8,8,1
STARLINK-4775,STARLINK,0,8,8,0.0,40.98,40.98,0,8,8,1
STARLINK-4799,STARLINK,0,8,8,0.0,40.95,40.95,0,8,8,1
STARLINK-35463,STARLINK,0,8,8,0.0,40.92,40.92,0,8,8,1
STARLINK-30436,STARLINK,0,8,8,0.0,40.67,40.67,0,8,8,1
STARLINK-3708,STARLINK,0,8,8,0.0,40.65,40.65,0,8,8,1
STARLINK-3947,STARLINK,0,8,8,0.0,40.6,40.6,0,8,8,1
STARLINK-30979,STARLINK,0,8,8,0.0,40.5,40.5,0,8,8,1
STARLINK-32750,STARLINK,0,8,8,0.0,40.45,40.45,0,8,8,1
STARLINK-3980,STARLINK,0,8,8,0.0,40.39,40.39,0,8,8,1
STARLINK-5050,STARLINK,0,8,8,0.0,40.12,40.12,0,8,8,1
STARLINK-34403,STARLINK,0,8,8,0.0,40.06,40.06,0,8,8,1
STARLINK-4766,STARLINK,0,8,8,0.0,40.02,40.02,0,8,8,1
STARLINK-3374,STARLINK,0,8,8,0.0,40.01,40.01,0,8,8,1
STARLINK-3789,STARLINK,0,8,8,0.0,39.79,39.79,0,8,8,1
STARLINK-4732,STARLINK,0,8,8,0.0,39.73,39.73,0,8,8,1
STARLINK-4481,STARLINK,0,8,8,0.0,39.68,39.68,0,8,8,1
STARLINK-3370,STARLINK,0,8,8,0.0,39.64,39.64,0,8,8,1
STARLINK-36118,STARLINK,0,8,8,0.0,39.63,39.63,0,8,8,1
STARLINK-4177,STARLINK,0,8,8,0.0,39.41,39.41,0,8,8,1
STARLINK-4772,STARLINK,0,8,8,0.0,39.41,39.41,0,8,8,1
STARLINK-35372,STARLINK,0,8,8,0.0,39.29,39.29,0,8,8,1
STARLINK-5051,STARLINK,0,8,8,0.0,39.29,39.29,0,8,8,1
STARLINK-2557,STARLINK,0,8,8,0.0,39.2,39.2,0,8,8,1
STARLINK-4275,STARLINK,0,8,8,0.0,39.08,39.08,0,8,8,1
STARLINK-32328,STARLINK,0,8,8,0.0,39.01,39.01,0,8,8,1
STARLINK-30410,STARLINK,0,8,8,0.0,38.94,38.94,0,8,8,1
STARLINK-31711,STARLINK,0,8,8,0.0,38.85,38.85,0,8,8,1
STARLINK-34227,STARLINK,0,8,8,0.0,38.6,38.6,0,8,8,1
STARLINK-3997,STARLINK,0,8,8,0.0,38.49,38.49,0,8,8,1
STARLINK-32376,STARLINK,0,8,8,0.0,38.36,38.36,0,8,8,1
STARLINK-1566,STARLINK,0,8,8,0.0,38.04,38.04,0,8,8,1
STARLINK-2370,STARLINK,0,8,8,0.0,37.87,37.87,0,8,8,1
STARLINK-32500,STARLINK,0,8,8,0.0,37.76,37.76,0,8,8,1
STARLINK-3802,STARLINK,0,8,8,0.0,37.64,37.64,0,8,8,1
STARLINK-3747,STARLINK,0,8,8,0.0,37.63,37.63,0,8,8,1
STARLINK-31527,STARLINK,0,8,8,0.0,37.58,37.58,0,8,8,1
STARLINK-32685,STARLINK,0,8,8,0.0,37.58,37.58,0,8,8,1
STARLINK-4664,STARLINK,0,8,8,0.0,37.42,37.42,0,8,8,1
STARLINK-1913,STARLINK,0,8,8,0.0,37.21,37.21,0,8,8,1
STARLINK-3243,STARLINK,0,8,8,0.0,37.19,37.19,0,8,8,1
STARLINK-4295,STARLINK,0,8,8,0.0,37.19,37.19,0,8,8,1
STARLINK-6204,STARLINK,0,8,8,0.0,37.14,37.14,0,8,8,1
STARLINK-5209,STARLINK,0,8,8,0.0,37.0,37.0,0,8,8,1
STARLINK-32828,STARLINK,0,8,8,0.0,36.75,36.75,0,8,8,1
STARLINK-30777,STARLINK,0,8,8,0.0,36.71,36.71,0,8,8,1
STARLINK-31126,STARLINK,0,8,8,0.0,36.68,36.68,0,8,8,1
STARLINK-3733,STARLINK,0,8,8,0.0,36.68,36.68,0,8,8,1
STARLINK-34617,STARLINK,0,8,8,0.0,36.61,36.61,0,8,8,1
STARLINK-6129,STARLINK,0,8,8,0.0,36.44,36.44,0,8,8,1
STARLINK-35314,STARLINK,0,8,8,0.0,36.26,36.26,0,8,8,1
STARLINK-3967,STARLINK,0,8,8,0.0,36.12,36.12,0,8,8,1
STARLINK-33535,STARLINK,0,8,8,0.0,35.79,35.79,0,8,8,1
STARLINK-30987,STARLINK,0,8,8,0.0,35.7,35.7,0,8,8,1
STARLINK-30243,STARLINK,0,8,8,0.0,35.6,35.6,0,8,8,1
STARLINK-3766,STARLINK,0,8,8,0.0,35.56,35.56,0,8,8,1
STARLINK-4119,STARLINK,0,8,8,0.0,35.56,35.56,0,8,8,1
STARLINK-35434,STARLINK,0,8,8,0.0,35.48,35.48,0,8,8,1
STARLINK-4539,STARLINK,0,8,8,0.0,35.43,35.43,0,8,8,1
STARLINK-32198,STARLINK,0,8,8,0.0,35.34,35.34,0,8,8,1
STARLINK-35307,STARLINK,0,8,8,0.0,35.29,35.29,0,8,8,1
STARLINK-35386,STARLINK,0,8,8,0.0,35.1,35.1,0,8,8,1
STARLINK-34430,STARLINK,0,8,8,0.0,35.07,35.07,0,8,8,1
STARLINK-35617,STARLINK,0,8,8,0.0,34.96,34.96,0,8,8,1
STARLINK-32323,STARLINK,0,8,8,0.0,34.9,34.9,0,8,8,1
STARLINK-5932,STARLINK,0,8,8,0.0,34.81,34.81,0,8,8,1
STARLINK-32620,STARLINK,0,8,8,0.0,34.41,34.41,0,8,8,1
STARLINK-5922,STARLINK,0,8,8,0.0,34.18,34.18,0,8,8,1
STARLINK-32794,STARLINK,0,8,8,0.0,34.16,34.16,0,8,8,1
STARLINK-3166,STARLINK,0,8,8,0.0,34.12,34.12,0,8,8,1
STARLINK-3682,STARLINK,0,8,8,0.0,33.85,33.85,0,8,8,1
STARLINK-34202,STARLINK,0,8,8,0.0,33.68,33.68,0,8,8,1
STARLINK-30246,STARLINK,0,8,8,0.0,33.27,33.27,0,8,8,1
STARLINK-3180,STARLINK,0,8,8,0.0,33.22,33.22,0,8,8,1
STARLINK-34689,STARLINK,0,8,8,0.0,33.19,33.19,0,8,8,1
STARLINK-4012,STARLINK,0,8,8,0.0,33.17,33.17,0,8,8,1
STARLINK-4289,STARLINK,0,8,8,0.0,33.1,33.1,0,8,8,1
STARLINK-32478,STARLINK,0,8,8,0.0,33.08,33.08,0,8,8,1
STARLINK-35408,STARLINK,0,8,8,0.0,33.07,33.07,0,8,8,1
STARLINK-32317,STARLINK,0,8,8,0.0,33.02,33.02,0,8,8,1
STARLINK-4296,STARLINK,0,8,8,0.0,32.69,32.69,0,8,8,1
STARLINK-35593,STARLINK,0,8,8,0.0,32.6,32.6,0,8,8,1
STARLINK-4011,STARLINK,0,8,8,0.0,32.58,32.58,0,8,8,1
STARLINK-31144,STARLINK,0,8,8,0.0,32.5,32.5,0,8,8,1
STARLINK-3386,STARLINK,0,8,8,0.0,32.49,32.49,0,8,8,1
STARLINK-32809,STARLINK,0,8,8,0.0,32.44,32.44,0,8,8,1
STARLINK-2504,STARLINK,0,8,8,0.0,32.43,32.43,0,8,8,1
STARLINK-31384,STARLINK,0,8,8,0.0,32.43,32.43,0,8,8,1
STARLINK-3558,STARLINK,0,8,8,0.0,32.43,32.43,0,8,8,1
STARLINK-2457,STARLINK,0,8,8,0.0,32.39,32.39,0,8,8,1
STARLINK-4666,STARLINK,0,8,8,0.0,32.16,32.16,0,8,8,1
STARLINK-3780,STARLINK,0,8,8,0.0,32.15,32.15,0,8,8,1
STARLINK-5629,STARLINK,0,8,8,0.0,32.09,32.09,0,8,8,1
STARLINK-32321,STARLINK,0,8,8,0.0,32.06,32.06,0,8,8,1
STARLINK-35498,STARLINK,0,8,8,0.0,32.04,32.04,0,8,8,1
STARLINK-3372,STARLINK,0,8,8,0.0,31.84,31.84,0,8,8,1
STARLINK-35960,STARLINK,0,8,8,0.0,31.73,31.73,0,8,8,1
STARLINK-35262,STARLINK,0,8,8,0.0,31.62,31.62,0,8,8,1
STARLINK-31851,STARLINK,0,8,8,0.0,31.54,31.54,0,8,8,1
STARLINK-35201,STARLINK,0,8,8,0.0,31.53,31.53,0,8,8,1
STARLINK-35383,STARLINK,0,8,8,0.0,31.47,31.47,0,8,8,1
STARLINK-34399,STARLINK,0,8,8,0.0,31.17,31.17,0,8,8,1
STARLINK-32930,STARLINK,0,8,8,0.0,31.11,31.11,0,8,8,1
STARLINK-4287,STARLINK,0,8,8,0.0,31.11,31.11,0,8,8,1
STARLINK-32904,STARLINK,0,8,8,0.0,31.0,31.0,0,8,8,1
STARLINK-4678,STARLINK,0,8,8,0.0,30.96,30.96,0,8,8,1
STARLINK-3181,STARLINK,0,8,8,0.0,30.9,30.9,0,8,8,1
STARLINK-35334,STARLINK,0,8,8,0.0,30.62,30.62,0,8,8,1
STARLINK-3756,STARLINK,0,8,8,0.0,30.55,30.55,0,8,8,1
STARLINK-4390,STARLINK,0,8,8,0.0,30.47,30.47,0,8,8,1
STARLINK-34770,STARLINK,0,8,8,0.0,30.4,30.4,0,8,8,1
STARLINK-34954,STARLINK,0,8,8,0.0,30.38,30.38,0,8,8,1
STARLINK-3089,STARLINK,0,8,8,0.0,30.34,30.34,0,8,8,1
STARLINK-3712,STARLINK,0,8,8,0.0,30.25,30.25,0,8,8,1
STARLINK-4759,STARLINK,0,8,8,0.0,30.09,30.09,0,8,8,1
STARLINK-32304,STARLINK,0,8,8,0.0,30.06,30.06,0,8,8,1
STARLINK-35163,STARLINK,0,8,8,0.0,29.88,29.88,0,8,8,1
STARLINK-5626,STARLINK,0,8,8,0.0,29.88,29.88,0,8,8,1
STARLINK-35456,STARLINK,0,8,8,0.0,29.83,29.83,0,8,8,1
STARLINK-2346,STARLINK,0,8,8,0.0,29.79,29.79,0,8,8,1
STARLINK-35336,STARLINK,0,8,8,0.0,29.65,29.65,0,8,8,1
STARLINK-32294,STARLINK,0,8,8,0.0,29.57,29.57,0,8,8,1
STARLINK-32420,STARLINK,0,8,8,0.0,29.26,29.26,0,8,8,1
STARLINK-32371,STARLINK,0,8,8,0.0,29.25,29.25,0,8,8,1
STARLINK-35109,STARLINK,0,8,8,0.0,29.24,29.24,0,8,8,1
STARLINK-34705,STARLINK,0,8,8,0.0,29.2,29.2,0,8,8,1
STARLINK-5637,STARLINK,0,8,8,0.0,29.18,29.18,0,8,8,1
STARLINK-34206,STARLINK,0,8,8,0.0,29.12,29.12,0,8,8,1
STARLINK-32168,STARLINK,0,8,8,0.0,29.01,29.01,0,8,8,1
STARLINK-31542,STARLINK,0,8,8,0.0,28.95,28.95,0,8,8,1
STARLINK-32467,STARLINK,0,8,8,0.0,28.92,28.92,0,8,8,1
STARLINK-31933,STARLINK,0,8,8,0.0,28.9,28.9,0,8,8,1
STARLINK-34277,STARLINK,0,8,8,0.0,28.89,28.89,0,8,8,1
STARLINK-34986,STARLINK,0,8,8,0.0,28.88,28.88,0,8,8,1
STARLINK-5926,STARLINK,0,8,8,0.0,28.82,28.82,0,8,8,1
STARLINK-4456,STARLINK,0,8,8,0.0,28.79,28.79,0,8,8,1
STARLINK-4798,STARLINK,0,8,8,0.0,28.58,28.58,0,8,8,1
STARLINK-34684,STARLINK,0,8,8,0.0,28.51,28.51,0,8,8,1
STARLINK-34019,STARLINK,0,8,8,0.0,28.49,28.49,0,8,8,1
STARLINK-32784,STARLINK,0,8,8,0.0,28.47,28.47,0,8,8,1
STARLINK-31110,STARLINK,0,8,8,0.0,28.42,28.42,0,8,8,1
STARLINK-5861,STARLINK,0,8,8,0.0,28.28,28.28,0,8,8,1
STARLINK-35388,STARLINK,0,8,8,0.0,28.14,28.14,0,8,8,1
STARLINK-32663,STARLINK,0,8,8,0.0,28.05,28.05,0,8,8,1
STARLINK-32958,STARLINK,0,8,8,0.0,27.99,27.99,0,8,8,1
STARLINK-31569,STARLINK,0,8,8,0.0,27.98,27.98,0,8,8,1
STARLINK-30854,STARLINK,0,8,8,0.0,27.92,27.92,0,8,8,1
STARLINK-6200,STARLINK,0,8,8,0.0,27.92,27.92,0,8,8,1
STARLINK-35311,STARLINK,0,8,8,0.0,27.88,27.88,0,8,8,1
STARLINK-30412,STARLINK,0,8,8,0.0,27.87,27.87,0,8,8,1
STARLINK-32691,STARLINK,0,8,8,0.0,27.83,27.83,0,8,8,1
STARLINK-34402,STARLINK,0,8,8,0.0,27.83,27.83,0,8,8,1
STARLINK-30912,STARLINK,0,8,8,0.0,27.76,27.76,0,8,8,1
STARLINK-35296,STARLINK,0,8,8,0.0,27.67,27.67,0,8,8,1
STARLINK-32210,STARLINK,0,8,8,0.0,27.65,27.65,0,8,8,1
STARLINK-34688,STARLINK,0,8,8,0.0,27.6,27.6,0,8,8,1
STARLINK-35190,STARLINK,0,8,8,0.0,27.6,27.6,0,8,8,1
STARLINK-33988,STARLINK,0,8,8,0.0,27.58,27.58,0,8,8,1
STARLINK-31121,STARLINK,0,8,8,0.0,27.57,27.57,0,8,8,1
STARLINK-31580,STARLINK,0,8,8,0.0,27.44,27.44,0,8,8,1
STARLINK-6179,STARLINK,0,8,8,0.0,27.4,27.4,0,8,8,1
STARLINK-5914,STARLINK,0,8,8,0.0,27.33,27.33,0,8,8,1
STARLINK-31379,STARLINK,0,8,8,0.0,27.25,27.25,0,8,8,1
STARLINK-36209,STARLINK,0,8,8,0.0,26.99,26.99,0,8,8,1
STARLINK-4262,STARLINK,0,8,8,0.0,26.95,26.95,0,8,8,1
STARLINK-5620,STARLINK,0,8,8,0.0,26.88,26.88,0,8,8,1
STARLINK-34026,STARLINK,0,8,8,0.0,26.85,26.85,0,8,8,1
STARLINK-33996,STARLINK,0,8,8,0.0,26.84,26.84,0,8,8,1
STARLINK-35002,STARLINK,0,8,8,0.0,26.69,26.69,0,8,8,1
STARLINK-2616,STARLINK,0,8,8,0.0,26.5,26.5,0,8,8,1
STARLINK-31895,STARLINK,0,8,8,0.0,26.42,26.42,0,8,8,1
STARLINK-4370,STARLINK,0,8,8,0.0,26.4,26.4,0,8,8,1
STARLINK-30340,STARLINK,0,8,8,0.0,26.37,26.37,0,8,8,1
STARLINK-31788,STARLINK,0,8,8,0.0,26.37,26.37,0,8,8,1
STARLINK-32385,STARLINK,0,8,8,0.0,26.35,26.35,0,8,8,1
STARLINK-36123,STARLINK,0,8,8,0.0,26.32,26.32,0,8,8,1
STARLINK-32935,STARLINK,0,8,8,0.0,26.29,26.29,0,8,8,1
STARLINK-34772,STARLINK,0,8,8,0.0,26.28,26.28,0,8,8,1
STARLINK-35080,STARLINK,0,8,8,0.0,26.2,26.2,0,8,8,1
STARLINK-31083,STARLINK,0,8,8,0.0,26.1,26.1,0,8,8,1
STARLINK-31382,STARLINK,0,8,8,0.0,26.08,26.08,0,8,8,1
STARLINK-4424,STARLINK,0,8,8,0.0,26.05,26.05,0,8,8,1
STARLINK-34051,STARLINK,0,8,8,0.0,25.95,25.95,0,8,8,1
STARLINK-30306,STARLINK,0,8,8,0.0,25.93,25.93,0,8,8,1
STARLINK-34724,STARLINK,0,8,8,0.0,25.92,25.92,0,8,8,1
STARLINK-33967,STARLINK,0,8,8,0.0,25.91,25.91,0,8,8,1
STARLINK-34056,STARLINK,0,8,8,0.0,25.89,25.89,0,8,8,1
STARLINK-5668,STARLINK,0,8,8,0.0,25.84,25.84,0,8,8,1
STARLINK-32739,STARLINK,0,8,8,0.0,25.8,25.8,0,8,8,1
STARLINK-4002,STARLINK,0,8,8,0.0,25.78,25.78,0,8,8,1
STARLINK-34021,STARLINK,0,8,8,0.0,25.77,25.77,0,8,8,1
STARLINK-34373,STARLINK,0,8,8,0.0,25.66,25.66,0,8,8,1
STARLINK-34720,STARLINK,0,8,8,0.0,25.58,25.58,0,8,8,1
STARLINK-4632,STARLINK,0,8,8,0.0,25.55,25.55,0,8,8,1
STARLINK-31314,STARLINK,0,8,8,0.0,25.48,25.48,0,8,8,1
STARLINK-4777,STARLINK,0,8,8,0.0,25.38,25.38,0,8,8,1
STARLINK-34314,STARLINK,0,8,8,0.0,25.34,25.34,0,8,8,1
STARLINK-31795,STARLINK,0,8,8,0.0,25.27,25.27,0,8,8,1
STARLINK-35354,STARLINK,0,8,8,0.0,25.24,25.24,0,8,8,1
STARLINK-6248,STARLINK,0,8,8,0.0,25.16,25.16,0,8,8,1
STARLINK-30522,STARLINK,0,8,8,0.0,25.14,25.14,0,8,8,1
STARLINK-35433,STARLINK,0,8,8,0.0,25.11,25.11,0,8,8,1
STARLINK-6196,STARLINK,0,8,8,0.0,25.1,25.1,0,8,8,1
STARLINK-34295,STARLINK,0,8,8,0.0,25.09,25.09,0,8,8,1
STARLINK-5873,STARLINK,0,8,8,0.0,25.09,25.09,0,8,8,1
STARLINK-32669,STARLINK,0,8,8,0.0,25.08,25.08,0,8,8,1
STARLINK-32940,STARLINK,0,8,8,0.0,25.06,25.06,0,8,8,1
STARLINK-32235,STARLINK,0,8,8,0.0,24.96,24.96,0,8,8,1
STARLINK-34628,STARLINK,0,8,8,0.0,24.92,24.92,0,8,8,1
STARLINK-34851,STARLINK,0,8,8,0.0,24.9,24.9,0,8,8,1
STARLINK-3751,STARLINK,0,8,8,0.0,24.89,24.89,0,8,8,1
STARLINK-32559,STARLINK,0,8,8,0.0,24.83,24.83,0,8,8,1
STARLINK-35924,STARLINK,0,8,8,0.0,24.81,24.81,0,8,8,1
STARLINK-3399,STARLINK,0,8,8,0.0,24.79,24.79,0,8,8,1
STARLINK-3088,STARLINK,0,8,8,0.0,24.77,24.77,0,8,8,1
STARLINK-31558,STARLINK,0,8,8,0.0,24.7,24.7,0,8,8,1
STARLINK-4722,STARLINK,0,8,8,0.0,24.66,24.66,0,8,8,1
STARLINK-30279,STARLINK,0,8,8,0.0,24.63,24.63,0,8,8,1
STARLINK-4764,STARLINK,0,8,8,0.0,24.61,24.61,0,8,8,1
STARLINK-3688,STARLINK,0,8,8,0.0,24.58,24.58,0,8,8,1
STARLINK-34776,STARLINK,0,8,8,0.0,24.54,24.54,0,8,8,1
STARLINK-30433,STARLINK,0,8,8,0.0,24.5,24.5,0,8,8,1
STARLINK-34053,STARLINK,0,8,8,0.0,24.5,24.5,0,8,8,1
STARLINK-35019,STARLINK,0,8,8,0.0,24.41,24.41,0,8,8,1
STARLINK-31651,STARLINK,0,8,8,0.0,24.4,24.4,0,8,8,1
STARLINK-35557,STARLINK,0,8,8,0.0,24.37,24.37,0,8,8,1
STARLINK-35271,STARLINK,0,8,8,0.0,24.31,24.31,0,8,8,1
STARLINK-32326,STARLINK,0,8,8,0.0,24.25,24.25,0,8,8,1
STARLINK-31021,STARLINK,0,8,8,0.0,24.23,24.23,0,8,8,1
STARLINK-34087,STARLINK,0,8,8,0.0,24.23,24.23,0,8,8,1
STARLINK-35176,STARLINK,0,8,8,0.0,24.23,24.23,0,8,8,1
STARLINK-35569,STARLINK,0,8,8,0.0,24.11,24.11,0,8,8,1
STARLINK-32079,STARLINK,0,8,8,0.0,24.09,24.09,0,8,8,1
STARLINK-33821,STARLINK,0,8,8,0.0,24.08,24.08,0,8,8,1
STARLINK-30126,STARLINK,0,8,8,0.0,24.03,24.03,0,8,8,1
STARLINK-3738,STARLINK,0,8,8,0.0,24.02,24.02,0,8,8,1
STARLINK-5172,STARLINK,0,8,8,0.0,23.96,23.96,0,8,8,1
STARLINK-35132,STARLINK,0,8,8,0.0,23.95,23.95,0,8,8,1
STARLINK-5917,STARLINK,0,8,8,0.0,23.93,23.93,0,8,8,1
STARLINK-30808,STARLINK,0,8,8,0.0,23.92,23.92,0,8,8,1
STARLINK-34129,STARLINK,0,8,8,0.0,23.84,23.84,0,8,8,1
STARLINK-30426,STARLINK,0,8,8,0.0,23.83,23.83,0,8,8,1
STARLINK-32662,STARLINK,0,8,8,0.0,23.83,23.83,0,8,8,1
STARLINK-30330,STARLINK,0,8,8,0.0,23.75,23.75,0,8,8,1
STARLINK-35688,STARLINK,0,8,8,0.0,23.71,23.71,0,8,8,1
STARLINK-4260,STARLINK,0,8,8,0.0,23.69,23.69,0,8,8,1
STARLINK-32701,STARLINK,0,8,8,0.0,23.55,23.55,0,8,8,1
STARLINK-3048,STARLINK,0,8,8,0.0,23.51,23.51,0,8,8,1
STARLINK-30565,STARLINK,0,8,8,0.0,23.5,23.5,0,8,8,1
STARLINK-5863,STARLINK,0,8,8,0.0,23.45,23.45,0,8,8,1
STARLINK-35015,STARLINK,0,8,8,0.0,23.4,23.4,0,8,8,1
STARLINK-3769,STARLINK,0,8,8,0.0,23.36,23.36,0,8,8,1
STARLINK-35341,STARLINK,0,8,8,0.0,23.31,23.31,0,8,8,1
STARLINK-2538,STARLINK,0,8,8,0.0,23.28,23.28,0,8,8,1
STARLINK-31899,STARLINK,0,8,8,0.0,23.22,23.22,0,8,8,1
STARLINK-3397,STARLINK,0,8,8,0.0,23.21,23.21,0,8,8,1
STARLINK-32946,STARLINK,0,8,8,0.0,23.19,23.19,0,8,8,1
STARLINK-4542,STARLINK,0,8,8,0.0,23.18,23.18,0,8,8,1
STARLINK-33878,STARLINK,0,8,8,0.0,23.14,23.14,0,8,8,1
STARLINK-35660,STARLINK,0,8,8,0.0,23.13,23.13,0,8,8,1
STARLINK-30329,STARLINK,0,8,8,0.0,23.09,23.09,0,8,8,1
STARLINK-35339,STARLINK,0,8,8,0.0,23.07,23.07,0,8,8,1
STARLINK-31113,STARLINK,0,8,8,0.0,23.06,23.06,0,8,8,1
STARLINK-30564,STARLINK,0,8,8,0.0,23.02,23.02,0,8,8,1
STARLINK-32713,STARLINK,0,8,8,0.0,23.01,23.01,0,8,8,1
STARLINK-35648,STARLINK,0,8,8,0.0,23.01,23.01,0,8,8,1
STARLINK-34991,STARLINK,0,8,8,0.0,22.98,22.98,0,8,8,1
STARLINK-3750,STARLINK,0,8,8,0.0,22.97,22.97,0,8,8,1
STARLINK-32465,STARLINK,0,8,8,0.0,22.93,22.93,0,8,8,1
STARLINK-34018,STARLINK,0,8,8,0.0,22.93,22.93,0,8,8,1
STARLINK-4417,STARLINK,0,8,8,0.0,22.92,22.92,0,8,8,1
STARLINK-35609,STARLINK,0,8,8,0.0,22.9,22.9,0,8,8,1
STARLINK-35382,STARLINK,0,8,8,0.0,22.82,22.82,0,8,8,1
STARLINK-35355,STARLINK,0,8,8,0.0,22.81,22.81,0,8,8,1
STARLINK-35376,STARLINK,0,8,8,0.0,22.8,22.8,0,8,8,1
STARLINK-35620,STARLINK,0,8,8,0.0,22.75,22.75,0,8,8,1
STARLINK-34034,STARLINK,0,8,8,0.0,22.73,22.73,0,8,8,1
STARLINK-32954,STARLINK,0,8,8,0.0,22.72,22.72,0,8,8,1
